class;cap-shape;cap-surface;cap-color;bruises;gill-spacing;stalk-shape;stalk-root;stalk-color-above-ring;stalk-color-below-ring;veil-color;population;habitat
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;buff;brown;white;solitary;paths
edible;flat;scaly;gray;bruises;close;tapering;bulbous;white;white;white;several;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;buff;white;several;paths
edible;flat;scaly;gray;bruises;close;tapering;bulbous;gray;pink;white;solitary;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;buff;brown;white;several;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;several;paths
poisonous;convex;fibrous;gray;no;crowded;enlarging;bulbous;white;white;white;scattered;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;paths
poisonous;convex;fibrous;white;no;close;enlarging;bulbous;white;white;white;scattered;woods
edible;flat;scaly;brown;bruises;close;tapering;bulbous;white;white;white;several;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;brown;white;several;grasses
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;paths
edible;flat;fibrous;red;bruises;close;tapering;bulbous;gray;gray;white;solitary;woods
edible;flat;scaly;red;bruises;close;tapering;bulbous;gray;pink;white;several;woods
edible;flat;scaly;red;bruises;close;tapering;bulbous;gray;pink;white;solitary;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;buff;white;solitary;woods
edible;flat;scaly;gray;bruises;close;tapering;bulbous;gray;pink;white;several;woods
edible;flat;scaly;gray;bruises;close;tapering;bulbous;gray;white;white;several;woods
edible;flat;fibrous;red;bruises;close;tapering;bulbous;gray;pink;white;solitary;woods
edible;flat;scaly;red;bruises;close;tapering;bulbous;pink;white;white;several;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;pink;white;several;paths
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;white;white;white;scattered;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;several;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;several;woods
edible;flat;fibrous;red;bruises;close;tapering;bulbous;pink;pink;white;solitary;woods
poisonous;convex;smooth;white;no;close;enlarging;bulbous;white;white;white;several;woods
poisonous;convex;smooth;gray;no;close;enlarging;bulbous;white;white;white;scattered;woods
poisonous;convex;fibrous;pink;no;close;enlarging;bulbous;white;white;white;scattered;woods
edible;flat;scaly;red;bruises;close;tapering;bulbous;gray;gray;white;solitary;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;woods
poisonous;convex;smooth;white;no;crowded;enlarging;bulbous;white;white;white;several;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;buff;buff;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;paths
edible;flat;scaly;gray;bruises;close;tapering;bulbous;white;gray;white;solitary;woods
poisonous;convex;smooth;white;no;close;enlarging;bulbous;white;white;white;scattered;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;buff;white;several;paths
edible;flat;scaly;gray;bruises;close;tapering;bulbous;pink;pink;white;solitary;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;pink;white;several;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;paths
edible;flat;fibrous;red;bruises;close;tapering;bulbous;white;gray;white;solitary;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;buff;white;several;paths
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;several;paths
edible;flat;fibrous;red;bruises;close;tapering;bulbous;white;white;white;several;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;pink;white;several;grasses
edible;flat;scaly;red;bruises;close;tapering;bulbous;gray;white;white;solitary;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;woods
edible;flat;scaly;red;bruises;close;tapering;bulbous;white;gray;white;solitary;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;buff;brown;white;solitary;grasses
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;buff;white;several;grasses
poisonous;convex;smooth;gray;no;crowded;enlarging;bulbous;white;white;white;several;woods
poisonous;convex;smooth;pink;no;close;enlarging;bulbous;white;white;white;scattered;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
poisonous;convex;smooth;gray;no;crowded;enlarging;bulbous;white;white;white;scattered;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;buff;white;several;grasses
edible;flat;scaly;brown;bruises;close;tapering;bulbous;gray;white;white;solitary;woods
edible;flat;scaly;gray;bruises;close;tapering;bulbous;white;pink;white;solitary;woods
edible;flat;fibrous;red;bruises;close;tapering;bulbous;gray;white;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;several;paths
edible;flat;scaly;gray;bruises;close;tapering;bulbous;pink;white;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;several;paths
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;brown;white;several;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;several;grasses
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;buff;buff;white;several;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;several;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;several;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;buff;buff;white;several;grasses
edible;flat;scaly;red;bruises;close;tapering;bulbous;pink;pink;white;solitary;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;buff;white;solitary;paths
edible;flat;fibrous;red;bruises;close;tapering;bulbous;pink;white;white;several;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;brown;white;several;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;several;woods
edible;flat;scaly;gray;bruises;close;tapering;bulbous;pink;gray;white;solitary;woods
edible;flat;scaly;gray;bruises;close;tapering;bulbous;white;gray;white;several;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;buff;brown;white;several;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;grasses
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;woods
edible;flat;scaly;brown;bruises;close;tapering;bulbous;gray;white;white;several;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;pink;white;solitary;grasses
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;paths
edible;flat;scaly;brown;bruises;close;tapering;bulbous;pink;pink;white;solitary;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;brown;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;grasses
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;brown;white;several;woods
edible;flat;fibrous;red;bruises;close;tapering;bulbous;gray;gray;white;several;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;several;grasses
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;grasses
edible;flat;scaly;red;bruises;close;tapering;bulbous;gray;gray;white;several;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;buff;buff;white;solitary;paths
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;brown;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
poisonous;convex;fibrous;gray;no;crowded;enlarging;bulbous;white;white;white;several;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;solitary;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;brown;white;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;several;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;grasses
edible;flat;scaly;red;bruises;close;tapering;bulbous;pink;white;white;solitary;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;several;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;paths
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;buff;pink;white;several;paths
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;buff;buff;white;solitary;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;grasses
edible;flat;scaly;brown;bruises;close;tapering;bulbous;white;pink;white;several;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;several;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;pink;white;several;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;pink;white;several;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;several;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;several;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;pink;white;solitary;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;brown;white;solitary;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;several;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;buff;white;solitary;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;woods
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;buff;white;several;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;several;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;solitary;grasses
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;several;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;several;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;several;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;several;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;buff;white;several;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;several;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;brown;white;several;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;pink;white;solitary;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;solitary;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;several;grasses
poisonous;convex;fibrous;gray;no;close;enlarging;bulbous;brown;pink;white;several;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;solitary;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;pink;white;solitary;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;several;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;solitary;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;several;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;several;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;several;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;several;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;several;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;several;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;several;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;several;grasses
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;several;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;several;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;several;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;several;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;several;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;several;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;brown;white;several;woods
poisonous;convex;smooth;gray;bruises;close;tapering;bulbous;white;white;white;several;urban
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;solitary;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;solitary;grasses
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;several;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;brown;white;several;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;several;grasses
poisonous;flat;smooth;white;bruises;close;tapering;bulbous;white;white;white;several;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;several;paths
edible;convex;scaly;buff;bruises;close;enlarging;?;red;white;white;clustered;waste
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;pink;white;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;several;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;several;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;several;grasses
poisonous;convex;smooth;gray;bruises;close;tapering;bulbous;white;white;white;scattered;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;several;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;several;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;solitary;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;buff;white;several;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;several;paths
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;several;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;paths
poisonous;convex;scaly;red;no;close;tapering;?;white;white;white;several;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;several;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;buff;white;several;grasses
poisonous;flat;smooth;buff;bruises;close;tapering;bulbous;white;white;white;scattered;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;several;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;several;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;several;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;brown;white;several;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;several;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;buff;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;brown;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;several;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;several;grasses
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;buff;white;solitary;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;brown;white;several;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;grasses
edible;flat;scaly;purple;no;close;enlarging;?;white;white;white;solitary;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;several;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;several;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;solitary;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;several;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;several;grasses
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;several;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;solitary;woods
poisonous;convex;scaly;red;no;close;tapering;?;pink;pink;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;several;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;solitary;woods
poisonous;convex;scaly;brown;no;close;tapering;?;pink;pink;white;several;leaves
poisonous;bell;smooth;buff;bruises;close;enlarging;bulbous;white;white;white;several;meadows
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;brown;white;several;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;pink;white;several;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;several;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;several;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;several;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;several;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;several;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;several;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;solitary;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;several;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;several;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;woods
poisonous;flat;smooth;gray;bruises;close;tapering;bulbous;white;white;white;several;urban
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;several;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;several;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;several;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;several;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;several;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;several;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;several;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;pink;white;solitary;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;several;woods
edible;flat;fibrous;cinnamon;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;grasses
poisonous;convex;smooth;buff;bruises;close;tapering;bulbous;white;white;white;scattered;urban
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;pink;white;several;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;several;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;buff;white;solitary;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;several;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;several;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;grasses
poisonous;flat;smooth;buff;bruises;close;tapering;bulbous;white;white;white;scattered;urban
poisonous;convex;scaly;brown;no;close;tapering;?;pink;pink;white;several;woods
poisonous;convex;scaly;brown;no;close;tapering;?;pink;white;white;several;leaves
poisonous;convex;smooth;gray;bruises;close;tapering;bulbous;white;white;white;scattered;urban
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;solitary;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;several;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;buff;white;several;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;several;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;solitary;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;several;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;pink;white;solitary;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;several;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;paths
poisonous;flat;smooth;white;bruises;close;tapering;bulbous;white;white;white;scattered;urban
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;several;woods
poisonous;convex;smooth;white;bruises;close;tapering;bulbous;white;white;white;scattered;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;buff;white;solitary;grasses
poisonous;convex;smooth;buff;bruises;close;tapering;bulbous;white;white;white;scattered;grasses
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;paths
